,mean,std,min,50%,max,label
66,0.6460980066666667,0.24934093437392693,0.44236000000000003,0.499395,1.0341799999999999,4.0
67,0.6349265466666667,0.23548279626057103,0.44236000000000003,0.5065500000000001,1.03502,4.0
68,0.6251417333333333,0.24148065766892052,0.44236000000000003,0.47792500000000004,1.03502,4.0
69,0.5783730866666666,0.20694026954585784,0.44236000000000003,0.477515,1.03502,4.0
70,0.6536646666666667,0.26884853327127706,0.44236000000000003,0.477515,1.03443,4.0
71,0.7245964933333333,0.25712482203482595,0.44236000000000003,0.58934,1.03443,4.0
72,0.8244648600000001,0.18144603086167901,0.55208,0.8025800000000001,1.03535,5.0
73,0.8337516399999999,0.17549567291337398,0.55208,0.808065,1.03535,5.0
74,0.8213721333333333,0.17230877580086923,0.55208,0.78934,1.03367,5.0
75,0.8367641533333334,0.17869808113318847,0.54595,0.811805,1.03376,5.0
76,0.8162499333333334,0.18742802144933354,0.54478,0.785275,1.03376,5.0
77,0.8305620866666666,0.19175326650391758,0.54478,0.8676599999999999,1.03376,5.0
78,0.79007746,0.18873821360268042,0.5410699999999999,0.693615,1.03359,5.0
79,0.8264017333333334,0.18695774651807728,0.5410699999999999,0.8418549999999999,1.03267,5.0
80,0.8173796666666667,0.19017500993109063,0.5410699999999999,0.8185,1.03259,5.0
81,0.8544135266666666,0.18262099664726467,0.5283899999999999,0.932465,1.03259,5.0
82,0.8390817933333334,0.19078490165030296,0.5283899999999999,0.9150400000000001,1.03259,5.0
83,0.8220095466666668,0.18310493819061158,0.5283899999999999,0.76367,1.03359,5.0
84,0.8206792333333333,0.19506100924710168,0.52131,0.7889700000000001,1.03359,5.0
85,0.8216615666666667,0.19104557041570613,0.52131,0.803525,1.03359,5.0
86,0.7873793666666667,0.20397380037239538,0.46946000000000004,0.7347049999999999,1.03142,5.0
87,0.79730332,0.19437052643411531,0.46946000000000004,0.751275,1.03502,5.0
88,0.76400034,0.2008944651320643,0.46946000000000004,0.69773,1.03544,5.0
89,0.84235808,0.19595655670579368,0.50827,0.913465,1.0377100000000001,5.0
90,1.03547208,0.006782678037066406,0.96929,1.03644,1.0448600000000001,6.0
91,1.0345293533333333,0.006888860179899698,0.96929,1.03577,1.04349,6.0
92,1.0346498133333335,0.005087674451001014,0.9936,1.0356,1.0434,6.0
93,1.0355302933333332,0.004897489007611486,0.9936,1.0362799999999999,1.04631,6.0
94,1.0355791333333333,0.006286400852051248,0.9925299999999999,1.0368700000000002,1.04631,6.0
95,1.0367538133333334,0.0058652186647341325,0.9925299999999999,1.03779,1.04631,6.0
96,1.0375811533333335,0.005904860895167902,0.9925299999999999,1.03847,1.04821,6.0
97,1.0391962133333332,0.004217463383688202,0.9985200000000001,1.03949,1.04821,6.0
98,1.03917844,0.005529639111690475,0.96778,1.0397399999999999,1.04821,6.0
99,1.03740672,0.007291828066127447,0.96778,1.03855,1.04735,6.0
100,1.0354126933333334,0.008306057424509437,0.96778,1.0368700000000002,1.0466600000000001,6.0
101,1.0344555466666667,0.008257494336033702,0.9617399999999999,1.03619,1.04255,6.0
102,1.03447472,0.007464838243051888,0.9617399999999999,1.0359399999999999,1.04255,6.0
103,1.0345494466666667,0.0071217304959768826,0.9617399999999999,1.0359399999999999,1.0420399999999999,6.0
104,1.0349343533333335,0.005629705513725361,0.9907100000000001,1.0358999999999998,1.04477,6.0
105,1.0359694933333334,0.005710454115108189,0.9907100000000001,1.03644,1.04769,6.0
106,1.0384383533333332,0.004198722766556812,1.00115,1.0383,1.04787,6.0
107,1.0399636866666666,0.00418851763696326,1.00115,1.0407600000000001,1.04787,6.0
